Filename,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
frame_0008.jpg,408,0,554,4,261,8,120,28,704,30,849,79,12,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0011.jpg,408,0,555,4,261,8,120,28,704,30,849,79,12,112,917,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0017.jpg,408,0,555,4,261,8,120,28,704,30,849,80,11,112,916,178,0,235,891,304,84,348,783,400,208,421,645,452,351,465,500,475
frame_0021.jpg,409,0,555,5,261,9,120,29,703,31,849,80,12,113,916,179,0,237,890,305,84,349,783,402,208,422,645,453,351,465,500,475
frame_0025.jpg,408,0,554,4,261,7,120,28,704,31,849,79,11,113,916,179,0,236,890,304,84,347,783,401,208,421,645,452,351,465,500,474
frame_0026.jpg,408,0,554,4,261,8,120,28,703,30,849,80,11,112,916,178,0,236,890,303,85,347,783,401,208,421,645,452,351,464,500,474
frame_0033.jpg,408,0,554,4,261,8,119,29,704,30,849,79,12,112,916,178,0,236,890,303,85,348,783,401,208,421,645,452,351,465,500,474
frame_0040.jpg,408,0,554,4,261,7,120,28,703,30,849,80,11,113,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0049.jpg,408,0,555,4,261,8,120,28,703,30,849,80,11,112,916,178,0,236,891,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0052.jpg,408,0,555,5,261,8,120,28,703,30,849,79,12,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0060.jpg,408,0,555,4,260,8,120,28,704,30,849,80,12,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0061.jpg,408,0,555,4,261,8,120,28,704,30,849,79,12,112,916,178,0,236,891,304,84,348,783,400,208,421,645,452,351,465,500,475
